date,open,high,low,close,volume,dividends,stock splits
2025-02-12 00:00:00+05:30,23050.80078125,23144.69921875,22798.349609375,23045.25,279700,0.0,0.0
2025-02-13 00:00:00+05:30,23055.75,23235.5,22992.19921875,23031.400390625,265700,0.0,0.0
2025-02-14 00:00:00+05:30,23096.44921875,23133.69921875,22774.849609375,22929.25,254500,0.0,0.0
2025-02-17 00:00:00+05:30,22809.900390625,22974.19921875,22725.44921875,22959.5,207400,0.0,0.0
2025-02-18 00:00:00+05:30,22963.650390625,22992.5,22801.5,22945.30078125,210600,0.0,0.0
2025-02-19 00:00:00+05:30,22847.25,23049.94921875,22814.849609375,22932.900390625,207000,0.0,0.0
2025-02-20 00:00:00+05:30,22821.099609375,22923.849609375,22812.75,22913.150390625,240800,0.0,0.0
2025-02-21 00:00:00+05:30,22857.19921875,22921.0,22720.30078125,22795.900390625,242800,0.0,0.0
2025-02-24 00:00:00+05:30,22609.349609375,22668.05078125,22518.80078125,22553.349609375,214300,0.0,0.0
2025-02-25 00:00:00+05:30,22516.44921875,22625.30078125,22513.900390625,22547.55078125,250300,0.0,0.0
2025-02-27 00:00:00+05:30,22568.94921875,22613.30078125,22508.400390625,22545.05078125,289200,0.0,0.0
2025-02-28 00:00:00+05:30,22433.400390625,22450.349609375,22104.849609375,22124.69921875,551300,0.0,0.0
2025-03-03 00:00:00+05:30,22194.55078125,22261.55078125,22004.69921875,22119.30078125,282400,0.0,0.0
2025-03-04 00:00:00+05:30,21974.44921875,22105.05078125,21964.599609375,22082.650390625,253300,0.0,0.0
2025-03-05 00:00:00+05:30,22073.05078125,22394.900390625,22067.80078125,22337.30078125,305900,0.0,0.0
2025-03-06 00:00:00+05:30,22476.349609375,22556.44921875,22245.849609375,22544.69921875,372100,0.0,0.0
2025-03-07 00:00:00+05:30,22508.650390625,22633.80078125,22464.75,22552.5,289800,0.0,0.0
2025-03-10 00:00:00+05:30,22521.849609375,22676.75,22429.05078125,22460.30078125,293900,0.0,0.0
2025-03-11 00:00:00+05:30,22345.94921875,22522.099609375,22314.69921875,22497.900390625,347900,0.0,0.0
2025-03-12 00:00:00+05:30,22536.349609375,22577.400390625,22329.55078125,22470.5,369700,0.0,0.0
2025-03-13 00:00:00+05:30,22541.5,22558.05078125,22377.349609375,22397.19921875,287500,0.0,0.0
2025-03-17 00:00:00+05:30,22353.150390625,22577.0,22353.150390625,22508.75,251100,0.0,0.0
2025-03-18 00:00:00+05:30,22662.25,22857.80078125,22599.19921875,22834.30078125,272600,0.0,0.0
2025-03-19 00:00:00+05:30,22874.94921875,22940.69921875,22807.94921875,22907.599609375,324000,0.0,0.0
2025-03-20 00:00:00+05:30,23036.599609375,23216.69921875,22973.94921875,23190.650390625,313700,0.0,0.0
2025-03-21 00:00:00+05:30,23168.25,23402.69921875,23132.80078125,23350.400390625,541000,0.0,0.0
2025-03-24 00:00:00+05:30,23515.400390625,23708.75,23433.5,23658.349609375,311900,0.0,0.0
2025-03-25 00:00:00+05:30,23751.5,23869.599609375,23601.400390625,23668.650390625,338200,0.0,0.0
2025-03-26 00:00:00+05:30,23700.94921875,23736.5,23451.69921875,23486.849609375,278600,0.0,0.0
2025-03-27 00:00:00+05:30,23433.94921875,23646.44921875,23412.19921875,23591.94921875,510300,0.0,0.0
2025-03-28 00:00:00+05:30,23600.400390625,23649.19921875,23450.19921875,23519.349609375,295400,0.0,0.0
2025-04-01 00:00:00+05:30,23341.099609375,23565.150390625,23136.400390625,23165.69921875,314300,0.0,0.0
2025-04-02 00:00:00+05:30,23192.599609375,23350.0,23158.44921875,23332.349609375,341000,0.0,0.0
2025-04-03 00:00:00+05:30,23150.30078125,23306.5,23145.80078125,23250.099609375,283200,0.0,0.0
2025-04-04 00:00:00+05:30,23190.400390625,23214.69921875,22857.44921875,22904.44921875,466800,0.0,0.0
2025-04-07 00:00:00+05:30,21758.400390625,22254.0,21743.650390625,22161.599609375,647100,0.0,0.0
2025-04-08 00:00:00+05:30,22446.75,22697.19921875,22270.849609375,22535.849609375,468300,0.0,0.0
2025-04-09 00:00:00+05:30,22460.30078125,22468.69921875,22353.25,22399.150390625,383800,0.0,0.0
2025-04-11 00:00:00+05:30,22695.400390625,22923.900390625,22695.400390625,22828.55078125,402200,0.0,0.0
2025-04-15 00:00:00+05:30,23368.349609375,23368.349609375,23207.0,23328.55078125,388300,0.0,0.0
2025-04-16 00:00:00+05:30,23344.099609375,23452.19921875,23273.05078125,23437.19921875,348400,0.0,0.0
2025-04-17 00:00:00+05:30,23401.849609375,23872.349609375,23298.55078125,23851.650390625,505300,0.0,0.0
2025-04-21 00:00:00+05:30,23949.150390625,24189.55078125,23903.650390625,24125.55078125,406100,0.0,0.0
2025-04-22 00:00:00+05:30,24185.400390625,24242.599609375,24072.0,24167.25,440900,0.0,0.0
2025-04-23 00:00:00+05:30,24357.599609375,24359.30078125,24119.94921875,24328.94921875,415000,0.0,0.0
2025-04-24 00:00:00+05:30,24277.900390625,24347.849609375,24216.150390625,24246.69921875,358800,0.0,0.0
2025-04-25 00:00:00+05:30,24289.0,24365.44921875,23847.849609375,24039.349609375,387700,0.0,0.0
2025-04-28 00:00:00+05:30,24070.25,24355.099609375,24054.05078125,24328.5,320500,0.0,0.0
2025-04-29 00:00:00+05:30,24370.69921875,24457.650390625,24290.75,24335.94921875,357600,0.0,0.0
2025-04-30 00:00:00+05:30,24342.05078125,24396.150390625,24198.75,24334.19921875,424500,0.0,0.0
2025-05-02 00:00:00+05:30,24311.900390625,24589.150390625,24238.5,24346.69921875,421100,0.0,0.0
2025-05-05 00:00:00+05:30,24419.5,24526.400390625,24400.650390625,24461.150390625,291500,0.0,0.0
2025-05-06 00:00:00+05:30,24500.75,24509.650390625,24331.80078125,24379.599609375,302400,0.0,0.0
2025-05-07 00:00:00+05:30,24233.30078125,24449.599609375,24220.0,24414.400390625,330100,0.0,0.0
2025-05-08 00:00:00+05:30,24431.5,24447.25,24150.19921875,24273.80078125,411400,0.0,0.0
2025-05-09 00:00:00+05:30,23935.75,24164.25,23935.75,24008.0,335600,0.0,0.0
2025-05-12 00:00:00+05:30,24420.099609375,24944.80078125,24378.849609375,24924.69921875,368700,0.0,0.0
2025-05-13 00:00:00+05:30,24864.05078125,24973.80078125,24547.5,24578.349609375,423000,0.0,0.0
2025-05-14 00:00:00+05:30,24613.80078125,24767.55078125,24535.55078125,24666.900390625,345500,0.0,0.0
2025-05-15 00:00:00+05:30,24694.44921875,25116.25,24494.44921875,25062.099609375,500800,0.0,0.0
2025-05-16 00:00:00+05:30,25064.650390625,25070.0,24953.05078125,25019.80078125,432700,0.0,0.0
2025-05-19 00:00:00+05:30,25005.349609375,25062.94921875,24916.650390625,24945.44921875,255300,0.0,0.0
2025-05-20 00:00:00+05:30,24996.19921875,25010.349609375,24669.69921875,24683.900390625,414800,0.0,0.0
2025-05-21 00:00:00+05:30,24744.25,24946.19921875,24685.349609375,24813.44921875,332700,0.0,0.0
2025-05-22 00:00:00+05:30,24733.94921875,24737.5,24462.400390625,24609.69921875,403300,0.0,0.0
2025-05-23 00:00:00+05:30,24639.5,24909.05078125,24614.05078125,24853.150390625,270500,0.0,0.0
2025-05-26 00:00:00+05:30,24919.349609375,25079.19921875,24900.5,25001.150390625,302800,0.0,0.0
2025-05-27 00:00:00+05:30,24956.650390625,25062.900390625,24704.099609375,24826.19921875,525700,0.0,0.0
2025-05-28 00:00:00+05:30,24832.5,24864.25,24737.05078125,24752.44921875,684400,0.0,0.0
2025-05-29 00:00:00+05:30,24825.099609375,24892.599609375,24677.30078125,24833.599609375,345400,0.0,0.0
2025-05-30 00:00:00+05:30,24812.599609375,24863.94921875,24717.400390625,24750.69921875,853900,0.0,0.0
2025-06-02 00:00:00+05:30,24669.69921875,24754.400390625,24526.150390625,24716.599609375,311100,0.0,0.0
2025-06-03 00:00:00+05:30,24786.30078125,24845.099609375,24502.150390625,24542.5,349300,0.0,0.0
2025-06-04 00:00:00+05:30,24560.44921875,24644.25,24530.44921875,24620.19921875,280900,0.0,0.0
2025-06-05 00:00:00+05:30,24691.19921875,24899.849609375,24613.099609375,24750.900390625,388400,0.0,0.0
2025-06-06 00:00:00+05:30,24748.69921875,25029.5,24671.44921875,25003.05078125,335600,0.0,0.0
2025-06-09 00:00:00+05:30,25160.099609375,25160.099609375,25077.150390625,25103.19921875,279200,0.0,0.0
2025-06-10 00:00:00+05:30,25196.05078125,25199.30078125,25055.44921875,25104.25,307300,0.0,0.0
2025-06-11 00:00:00+05:30,25134.150390625,25222.400390625,25081.30078125,25141.400390625,301200,0.0,0.0
2025-06-12 00:00:00+05:30,25164.44921875,25196.19921875,24825.900390625,24888.19921875,328300,0.0,0.0
2025-06-13 00:00:00+05:30,24473.0,24754.349609375,24473.0,24718.599609375,318700,0.0,0.0
2025-06-16 00:00:00+05:30,24732.349609375,24967.099609375,24703.599609375,24946.5,305800,0.0,0.0
2025-06-17 00:00:00+05:30,24977.849609375,24982.05078125,24813.69921875,24853.400390625,242400,0.0,0.0
2025-06-18 00:00:00+05:30,24788.349609375,24947.55078125,24750.44921875,24812.05078125,237600,0.0,0.0
2025-06-19 00:00:00+05:30,24803.25,24863.099609375,24733.400390625,24793.25,274600,0.0,0.0
2025-06-20 00:00:00+05:30,24787.650390625,25136.19921875,24783.650390625,25112.400390625,574700,0.0,0.0
2025-06-23 00:00:00+05:30,24939.75,25057.0,24824.849609375,24971.900390625,248500,0.0,0.0
2025-06-24 00:00:00+05:30,25179.900390625,25317.69921875,24999.69921875,25044.349609375,450200,0.0,0.0
