date,open,high,low,close,volume,dividends,stock splits
2025-02-12 00:00:00+05:30,49402.25,49702.3515625,48734.3515625,49479.44921875,136500,0.0,0.0
2025-02-13 00:00:00+05:30,49469.3515625,49836.1015625,49276.1015625,49359.8515625,118600,0.0,0.0
2025-02-14 00:00:00+05:30,49485.6484375,49592.94921875,48719.75,49099.44921875,130600,0.0,0.0
2025-02-17 00:00:00+05:30,48880.3984375,49319.0,48525.6015625,49258.8984375,114800,0.0,0.0
2025-02-18 00:00:00+05:30,49211.8515625,49328.55078125,48814.94921875,49087.30078125,107800,0.0,0.0
2025-02-19 00:00:00+05:30,48895.3515625,49628.25,48804.0,49570.1015625,113300,0.0,0.0
2025-02-20 00:00:00+05:30,49314.1015625,49455.80078125,49150.94921875,49334.55078125,112000,0.0,0.0
2025-02-21 00:00:00+05:30,49127.94921875,49306.55078125,48764.0,48981.19921875,95300,0.0,0.0
2025-02-24 00:00:00+05:30,48619.80078125,48748.3984375,48281.8984375,48651.94921875,95700,0.0,0.0
2025-02-25 00:00:00+05:30,48691.19921875,48862.1484375,48534.1484375,48608.3515625,106700,0.0,0.0
2025-02-27 00:00:00+05:30,48732.19921875,48972.55078125,48627.1015625,48743.80078125,186700,0.0,0.0
2025-02-28 00:00:00+05:30,48437.55078125,48574.5,48078.69921875,48344.69921875,287700,0.0,0.0
2025-03-03 00:00:00+05:30,48478.6015625,48574.69921875,47841.30078125,48114.30078125,151000,0.0,0.0
2025-03-04 00:00:00+05:30,47942.5,48374.8984375,47924.75,48245.19921875,139300,0.0,0.0
2025-03-05 00:00:00+05:30,48241.30078125,48657.6484375,48190.25,48489.94921875,127800,0.0,0.0
2025-03-06 00:00:00+05:30,48760.0,48839.1015625,48299.3984375,48627.69921875,137400,0.0,0.0
2025-03-07 00:00:00+05:30,48463.80078125,48709.05078125,48359.3515625,48497.5,106000,0.0,0.0
2025-03-10 00:00:00+05:30,48312.0,48599.1484375,48124.6484375,48216.80078125,123800,0.0,0.0
2025-03-11 00:00:00+05:30,47874.80078125,48029.05078125,47702.8984375,47853.94921875,222400,0.0,0.0
2025-03-12 00:00:00+05:30,47894.3984375,48222.1484375,47844.94921875,48056.6484375,243300,0.0,0.0
2025-03-13 00:00:00+05:30,48219.1484375,48352.44921875,48006.1015625,48060.3984375,145900,0.0,0.0
2025-03-17 00:00:00+05:30,48219.55078125,48481.3515625,48196.1015625,48354.1484375,131300,0.0,0.0
2025-03-18 00:00:00+05:30,48792.8984375,49400.30078125,48629.44921875,49314.5,146600,0.0,0.0
2025-03-19 00:00:00+05:30,49375.3984375,49807.55078125,49324.80078125,49702.6015625,137600,0.0,0.0
2025-03-20 00:00:00+05:30,49947.6015625,50155.30078125,49771.6484375,50062.8515625,115700,0.0,0.0
2025-03-21 00:00:00+05:30,49927.1015625,50672.1484375,49891.94921875,50593.55078125,225500,0.0,0.0
2025-03-24 00:00:00+05:30,50982.69921875,51801.1484375,50795.8984375,51704.94921875,180400,0.0,0.0
2025-03-25 00:00:00+05:30,51874.19921875,52063.94921875,51429.6015625,51607.94921875,185200,0.0,0.0
2025-03-26 00:00:00+05:30,51640.05078125,51875.80078125,51069.1484375,51209.0,152900,0.0,0.0
2025-03-27 00:00:00+05:30,51084.69921875,51714.3515625,51050.8515625,51575.8515625,415800,0.0,0.0
2025-03-28 00:00:00+05:30,51608.3984375,51839.1015625,51335.3515625,51564.8515625,171200,0.0,0.0
2025-04-01 00:00:00+05:30,51178.1484375,51683.8515625,50742.0,50827.5,176300,0.0,0.0
2025-04-02 00:00:00+05:30,50966.8984375,51404.19921875,50908.3515625,51348.05078125,149900,0.0,0.0
2025-04-03 00:00:00+05:30,50910.0,51661.6015625,50906.6484375,51597.3515625,291200,0.0,0.0
2025-04-04 00:00:00+05:30,51711.6015625,51893.6015625,51360.3984375,51502.69921875,189600,0.0,0.0
2025-04-07 00:00:00+05:30,49336.1015625,50426.25,49156.94921875,49860.1015625,236800,0.0,0.0
2025-04-08 00:00:00+05:30,50388.55078125,50793.69921875,50030.80078125,50511.0,162300,0.0,0.0
2025-04-09 00:00:00+05:30,50487.1015625,50496.8984375,49910.8515625,50240.1484375,141800,0.0,0.0
2025-04-11 00:00:00+05:30,50634.1015625,51244.69921875,50634.1015625,51002.3515625,140000,0.0,0.0
2025-04-15 00:00:00+05:30,52299.0,52486.3515625,51863.30078125,52379.5,203800,0.0,0.0
2025-04-16 00:00:00+05:30,52690.8984375,53164.44921875,52471.3515625,53117.75,200500,0.0,0.0
2025-04-17 00:00:00+05:30,53153.75,54407.19921875,53084.8984375,54290.19921875,294900,0.0,0.0
2025-04-21 00:00:00+05:30,54891.25,55461.6484375,54674.94921875,55304.5,300,0.0,0.0
2025-04-22 00:00:00+05:30,55414.30078125,55961.19921875,55243.55078125,55647.19921875,276900,0.0,0.0
2025-04-23 00:00:00+05:30,56097.1015625,56098.69921875,55162.5,55370.05078125,245500,0.0,0.0
2025-04-24 00:00:00+05:30,55103.8984375,55550.44921875,55088.3984375,55201.3984375,233200,0.0,0.0
2025-04-25 00:00:00+05:30,55233.55078125,55350.55078125,54176.44921875,54664.05078125,210800,0.0,0.0
2025-04-28 00:00:00+05:30,54610.30078125,55577.3984375,54582.3515625,55432.80078125,178600,0.0,0.0
2025-04-29 00:00:00+05:30,55524.3515625,55957.75,55262.3984375,55391.25,193900,0.0,0.0
2025-04-30 00:00:00+05:30,55382.3984375,55478.25,54723.69921875,55087.1484375,193500,0.0,0.0
2025-05-02 00:00:00+05:30,55100.94921875,55691.94921875,54994.3984375,55115.3515625,154200,0.0,0.0
2025-05-05 00:00:00+05:30,55065.80078125,55345.5,54786.5,54919.5,139400,0.0,0.0
2025-05-06 00:00:00+05:30,54918.25,55036.94921875,54172.94921875,54271.3984375,198700,0.0,0.0
2025-05-07 00:00:00+05:30,54013.3984375,54684.30078125,53919.8984375,54610.8984375,268900,0.0,0.0
