datetime,open,high,low,close,volume,dividends,stock splits
2025-11-19 09:15:00+05:30,58908.1484375,58952.75,58737.1015625,58739.8984375,0,0.0,0.0
2025-11-19 09:20:00+05:30,58740.8984375,58803.05078125,58724.5,58787.8515625,0,0.0,0.0
2025-11-19 09:25:00+05:30,58787.80078125,58834.94921875,58783.69921875,58808.75,0,0.0,0.0
2025-11-19 09:30:00+05:30,58808.3515625,58853.3984375,58766.55078125,58766.75,0,0.0,0.0
2025-11-19 09:35:00+05:30,58769.19921875,58818.19921875,58756.69921875,58796.1015625,0,0.0,0.0
2025-11-19 09:40:00+05:30,58795.3984375,58806.30078125,58754.3515625,58764.55078125,0,0.0,0.0
2025-11-19 09:45:00+05:30,58763.69921875,58770.80078125,58709.8515625,58718.19921875,0,0.0,0.0
2025-11-19 09:50:00+05:30,58717.6484375,58745.05078125,58688.55078125,58742.3515625,0,0.0,0.0
2025-11-19 09:55:00+05:30,58742.44921875,58793.30078125,58740.30078125,58784.8984375,0,0.0,0.0
2025-11-19 10:00:00+05:30,58783.55078125,58802.94921875,58738.6015625,58800.69921875,0,0.0,0.0
2025-11-19 10:05:00+05:30,58797.6015625,58833.25,58795.8515625,58798.8515625,0,0.0,0.0
2025-11-19 10:10:00+05:30,58799.0,58887.69921875,58786.44921875,58871.75,0,0.0,0.0
2025-11-19 10:15:00+05:30,58872.30078125,58909.6015625,58872.30078125,58902.80078125,0,0.0,0.0
2025-11-19 10:20:00+05:30,58901.6484375,58905.69921875,58858.1484375,58873.19921875,0,0.0,0.0
2025-11-19 10:25:00+05:30,58874.1015625,58885.1015625,58844.05078125,58846.05078125,0,0.0,0.0
2025-11-19 10:30:00+05:30,58843.94921875,58882.5,58843.94921875,58876.75,0,0.0,0.0
2025-11-19 10:35:00+05:30,58875.5,58882.1015625,58848.3984375,58861.3515625,0,0.0,0.0
2025-11-19 10:40:00+05:30,58865.05078125,58866.8984375,58836.30078125,58842.44921875,0,0.0,0.0
2025-11-19 10:45:00+05:30,58844.05078125,58855.0,58794.05078125,58804.1015625,0,0.0,0.0
2025-11-19 10:50:00+05:30,58805.5,58854.30078125,58797.1484375,58852.5,0,0.0,0.0
2025-11-19 10:55:00+05:30,58848.8515625,58854.6484375,58813.3984375,58821.75,0,0.0,0.0
2025-11-19 11:00:00+05:30,58822.6015625,58825.25,58799.1484375,58815.8515625,0,0.0,0.0
2025-11-19 11:05:00+05:30,58817.1484375,58853.19921875,58813.94921875,58821.8984375,0,0.0,0.0
2025-11-19 11:10:00+05:30,58819.55078125,58819.94921875,58783.3515625,58783.8984375,0,0.0,0.0
2025-11-19 11:15:00+05:30,58783.94921875,58800.3515625,58767.05078125,58799.1015625,0,0.0,0.0
2025-11-19 11:20:00+05:30,58802.19921875,58818.05078125,58787.8984375,58787.8984375,0,0.0,0.0
2025-11-19 11:25:00+05:30,58789.25,58826.8515625,58788.05078125,58817.5,0,0.0,0.0
2025-11-19 11:30:00+05:30,58819.5,58822.30078125,58801.6484375,58811.75,0,0.0,0.0
2025-11-19 11:35:00+05:30,58813.19921875,58825.3984375,58808.8515625,58817.19921875,0,0.0,0.0
2025-11-19 11:40:00+05:30,58819.44921875,58856.3515625,58805.5,58834.6484375,0,0.0,0.0
2025-11-19 11:45:00+05:30,58836.94921875,58868.75,58835.19921875,58865.80078125,0,0.0,0.0
2025-11-19 11:50:00+05:30,58863.5,58868.05078125,58846.6484375,58850.69921875,0,0.0,0.0
2025-11-19 11:55:00+05:30,58852.55078125,58859.69921875,58838.6484375,58856.8515625,0,0.0,0.0
2025-11-19 12:00:00+05:30,58856.3515625,58891.44921875,58855.8515625,58882.3984375,0,0.0,0.0
2025-11-19 12:05:00+05:30,58883.25,58894.05078125,58873.94921875,58886.94921875,0,0.0,0.0
2025-11-19 12:10:00+05:30,58886.8515625,58940.05078125,58886.25,58926.75,0,0.0,0.0
2025-11-19 12:15:00+05:30,58925.8984375,58961.6484375,58913.5,58926.80078125,0,0.0,0.0
2025-11-19 12:20:00+05:30,58927.05078125,58949.0,58921.25,58942.3515625,0,0.0,0.0
2025-11-19 12:25:00+05:30,58941.05078125,58976.3984375,58941.05078125,58964.0,0,0.0,0.0
2025-11-19 12:30:00+05:30,58961.75,59037.3984375,58959.44921875,59020.3515625,0,0.0,0.0
2025-11-19 12:35:00+05:30,59019.8515625,59039.25,59010.0,59013.44921875,0,0.0,0.0
2025-11-19 12:40:00+05:30,59013.3984375,59034.6015625,58985.1015625,59020.6484375,0,0.0,0.0
2025-11-19 12:45:00+05:30,59021.1015625,59059.8515625,59018.94921875,59053.5,0,0.0,0.0
2025-11-19 12:50:00+05:30,59050.8984375,59058.1015625,59006.94921875,59040.30078125,0,0.0,0.0
2025-11-19 12:55:00+05:30,59041.0,59047.0,59024.0,59026.1484375,0,0.0,0.0
2025-11-19 13:00:00+05:30,59027.69921875,59057.30078125,59019.5,59047.1484375,0,0.0,0.0
2025-11-19 13:05:00+05:30,59046.1484375,59081.6484375,59045.55078125,59049.55078125,0,0.0,0.0
2025-11-19 13:10:00+05:30,59048.5,59065.1484375,59041.8984375,59060.05078125,0,0.0,0.0
2025-11-19 13:15:00+05:30,59059.0,59061.69921875,59031.1484375,59039.6015625,0,0.0,0.0
2025-11-19 13:20:00+05:30,59038.69921875,59040.44921875,59017.3515625,59021.3515625,0,0.0,0.0
2025-11-19 13:25:00+05:30,59020.94921875,59024.5,58974.1015625,58976.69921875,0,0.0,0.0
2025-11-19 13:30:00+05:30,58978.75,58994.69921875,58972.94921875,58981.55078125,0,0.0,0.0
2025-11-19 13:35:00+05:30,58981.5,58983.1484375,58952.44921875,58959.44921875,0,0.0,0.0
2025-11-19 13:40:00+05:30,58958.05078125,58995.69921875,58930.80078125,58994.3984375,0,0.0,0.0
2025-11-19 13:45:00+05:30,58996.69921875,59001.75,58963.94921875,58983.80078125,0,0.0,0.0
2025-11-19 13:50:00+05:30,58984.55078125,58998.69921875,58977.05078125,58983.0,0,0.0,0.0
2025-11-19 13:55:00+05:30,58986.30078125,59009.1015625,58977.1015625,59003.1015625,0,0.0,0.0
2025-11-19 14:00:00+05:30,59002.80078125,59042.19921875,58995.8984375,59039.6484375,0,0.0,0.0
2025-11-19 14:05:00+05:30,59040.55078125,59078.30078125,59038.6015625,59070.1015625,0,0.0,0.0
2025-11-19 14:10:00+05:30,59072.5,59128.25,59059.3984375,59119.94921875,0,0.0,0.0
2025-11-19 14:15:00+05:30,59117.6015625,59164.69921875,59115.25,59143.5,0,0.0,0.0
2025-11-19 14:20:00+05:30,59138.80078125,59151.44921875,59125.6015625,59144.8984375,0,0.0,0.0
2025-11-19 14:25:00+05:30,59142.94921875,59168.3984375,59135.6015625,59163.55078125,0,0.0,0.0
2025-11-19 14:30:00+05:30,59164.3515625,59194.30078125,59159.3984375,59174.69921875,0,0.0,0.0
2025-11-19 14:35:00+05:30,59175.8515625,59198.5,59163.75,59198.5,0,0.0,0.0
2025-11-19 14:40:00+05:30,59197.55078125,59233.55078125,59190.6015625,59206.1015625,0,0.0,0.0
2025-11-19 14:45:00+05:30,59207.8515625,59237.1484375,59203.1484375,59230.05078125,0,0.0,0.0
2025-11-19 14:50:00+05:30,59229.25,59261.80078125,59229.1015625,59248.8984375,0,0.0,0.0
