datetime,open,high,low,close,volume,oi
2016-02-25T09:15:00+05:30,13844.45,13844.45,13519.9,13555.7,0,0
2016-02-26T09:15:00+05:30,13715.1,13889.25,13595.2,13791.45,0,0
2016-02-29T09:15:00+05:30,13818.9,14222.3,13407.25,13946.4,0,0
2016-03-01T09:15:00+05:30,14064.8,14445.7,14064.8,14412.9,0,0
2016-03-02T09:15:00+05:30,14770.35,15138.7,14767.3,15092.45,0,0
2016-03-03T09:15:00+05:30,15150.05,15206.25,15000.05,15177.75,0,0
2016-03-04T09:15:00+05:30,15243.75,15451.75,15005.5,15339.2,0,0
2016-03-08T09:15:00+05:30,15323.45,15326.65,15066.5,15146.5,0,0
2016-03-09T09:15:00+05:30,15022.35,15331.25,14989.4,15279.05,0,0
2016-03-10T09:15:00+05:30,15347.45,15354.15,15098.5,15180.65,0,0
2016-03-11T09:15:00+05:30,15133.75,15343.55,15024.8,15168.2,0,0
2016-03-14T09:15:00+05:30,15309.05,15416.15,15220.15,15277.8,0,0
2016-03-15T09:15:00+05:30,15310.45,15386.85,15268.1,15326.8,0,0
2016-03-16T09:15:00+05:30,15304.35,15489.5,15178.3,15461.7,0,0
2016-03-17T09:15:00+05:30,15622.3,15704.75,15312.5,15444.0,0,0
2016-03-18T09:15:00+05:30,15485.8,15678.55,15456.2,15654.85,0,0
2016-03-21T09:15:00+05:30,15735.55,15945.8,15735.55,15926.1,0,0
2016-03-22T09:15:00+05:30,15930.45,15967.85,15779.15,15936.0,0,0
2016-03-23T09:15:00+05:30,15884.25,15919.6,15799.95,15887.75,0,0
2016-03-28T09:15:00+05:30,15867.75,15890.7,15522.2,15604.9,0,0
2016-03-29T09:15:00+05:30,15583.1,15774.1,15580.8,15666.25,0,0
2016-03-30T09:15:00+05:30,15829.6,16167.5,15762.2,16134.85,0,0
2016-03-31T09:15:00+05:30,16134.4,16282.75,16062.05,16141.65,0,0
2016-04-01T09:15:00+05:30,16099.65,16235.8,16020.6,16174.9,0,0
2016-04-04T09:15:00+05:30,16236.9,16278.5,16046.5,16190.6,0,0
2016-04-05T09:15:00+05:30,16127.45,16147.15,15659.75,15695.0,0,0
2016-04-06T09:15:00+05:30,15750.15,15768.55,15578.55,15636.95,0,0
2016-04-07T09:15:00+05:30,15668.95,15726.6,15458.05,15530.75,0,0
2016-04-08T09:15:00+05:30,15519.3,15642.7,15483.05,15568.35,0,0
2016-04-11T09:15:00+05:30,15623.35,15853.85,15440.25,15818.5,0,0
2016-04-12T09:15:00+05:30,15809.1,15958.8,15794.15,15880.2,0,0
2016-04-13T09:15:00+05:30,16087.95,16349.7,16080.55,16278.55,0,0
2016-04-13T09:15:00+05:30,16087.95,16349.7,16080.55,16278.55,0,0
2016-04-18T09:15:00+05:30,16328.7,16330.55,16011.9,16222.7,0,0
2016-04-20T09:15:00+05:30,16299.5,16386.35,16160.55,16349.7,0,0
2016-04-21T09:15:00+05:30,16526.55,16769.55,16526.55,16637.15,0,0
2016-04-22T09:15:00+05:30,16641.05,16755.85,16549.1,16703.4,0,0
2016-04-25T09:15:00+05:30,16746.95,16767.9,16605.0,16678.65,0,0
2016-04-26T09:15:00+05:30,16647.75,17029.85,16572.0,17002.55,0,0
2016-04-27T09:15:00+05:30,16869.35,16995.0,16827.35,16872.95,0,0
2016-04-28T09:15:00+05:30,16885.8,17023.35,16692.7,16716.9,0,0
2016-04-29T09:15:00+05:30,16712.95,16841.3,16527.55,16795.0,0,0
2016-05-02T09:15:00+05:30,16614.0,16674.15,16519.55,16543.0,0,0
2016-05-03T09:15:00+05:30,16570.75,16719.4,16358.4,16388.7,0,0
2016-05-04T09:15:00+05:30,16320.1,16465.6,16250.5,16274.25,0,0
2016-05-05T09:15:00+05:30,16292.4,16398.25,16193.7,16281.0,0,0
2016-05-06T09:15:00+05:30,16264.45,16346.25,16186.25,16296.6,0,0
2016-05-09T09:15:00+05:30,16357.0,16712.9,16357.0,16686.1,0,0
2016-05-10T09:15:00+05:30,16710.05,16812.2,16613.9,16784.95,0,0
2016-05-11T09:15:00+05:30,16544.25,16861.95,16518.75,16754.45,0,0
2016-05-12T09:15:00+05:30,16881.25,16962.0,16779.5,16923.7,0,0
2016-05-13T09:15:00+05:30,16891.7,16891.7,16594.55,16716.9,0,0
2016-05-16T09:15:00+05:30,16744.15,16780.05,16431.65,16737.55,0,0
2016-05-17T09:15:00+05:30,16818.4,16903.35,16738.7,16762.75,0,0
2016-05-18T09:15:00+05:30,16671.7,16759.05,16556.6,16728.95,0,0
2016-05-19T09:15:00+05:30,16725.45,16726.15,16535.75,16565.25,0,0
2016-05-20T09:15:00+05:30,16600.8,16623.2,16455.4,16481.45,0,0
2016-05-23T09:15:00+05:30,16560.15,16604.15,16368.0,16407.55,0,0
2016-05-24T09:15:00+05:30,16422.35,16501.05,16368.6,16456.65,0,0
2016-05-25T09:15:00+05:30,16600.65,17025.85,16599.05,16997.45,0,0
2016-05-26T09:15:00+05:30,17037.6,17424.05,16971.35,17359.3,0,0
2016-05-27T09:15:00+05:30,17348.35,17543.3,17327.65,17511.8,0,0
2016-05-30T09:15:00+05:30,17580.85,17666.05,17484.8,17520.65,0,0
2016-05-31T09:15:00+05:30,17615.1,17648.25,17462.2,17620.9,0,0
2016-06-01T09:15:00+05:30,17670.85,17670.85,17392.85,17423.45,0,0
2016-06-02T09:15:00+05:30,17405.15,17596.4,17350.45,17567.8,0,0
2016-06-03T09:15:00+05:30,17657.2,17762.05,17649.05,17680.8,0,0
2016-06-06T09:15:00+05:30,17710.45,17754.15,17636.9,17671.4,0,0
2016-06-07T09:15:00+05:30,17796.55,18000.95,17713.35,17948.15,0,0
2016-06-08T09:15:00+05:30,17976.25,17995.8,17855.2,17946.8,0,0
2016-06-09T09:15:00+05:30,17955.8,17986.15,17801.55,17887.7,0,0
2016-06-10T09:15:00+05:30,17830.2,18051.5,17815.25,17828.6,0,0
2016-06-13T09:15:00+05:30,17620.55,17666.55,17527.55,17593.95,0,0
2016-06-14T09:15:00+05:30,17698.95,17719.85,17575.95,17672.4,0,0
2016-06-15T09:15:00+05:30,17746.05,17943.65,17659.6,17917.9,0,0
2016-06-16T09:15:00+05:30,17827.6,17827.6,17545.8,17671.3,0,0
2016-06-17T09:15:00+05:30,17772.3,17843.15,17590.75,17696.05,0,0
2016-06-20T09:15:00+05:30,17425.8,17779.0,17425.8,17718.6,0,0
2016-06-21T09:15:00+05:30,17761.65,17763.3,17585.65,17619.1,0,0
2016-06-22T09:15:00+05:30,17610.1,17755.25,17518.15,17626.05,0,0
2016-06-23T09:15:00+05:30,17630.8,17907.5,17611.0,17892.45,0,0
2016-06-24T09:15:00+05:30,17213.85,17459.2,16946.35,17426.05,0,0
2016-06-27T09:15:00+05:30,17346.3,17611.2,17346.3,17514.95,0,0
2016-06-28T09:15:00+05:30,17497.0,17626.7,17481.5,17561.55,0,0
2016-06-29T09:15:00+05:30,17643.65,17728.95,17580.5,17689.9,0,0
2016-06-30T09:15:00+05:30,17825.3,17975.05,17795.9,17935.4,0,0
2016-07-01T09:15:00+05:30,18019.7,18074.95,17955.3,17985.65,0,0
2016-07-04T09:15:00+05:30,18091.75,18146.35,18054.8,18097.65,0,0
2016-07-05T09:15:00+05:30,18122.4,18124.1,17989.6,18004.25,0,0
2016-07-07T09:15:00+05:30,18036.3,18146.55,17997.1,18084.9,0,0
2016-07-08T09:15:00+05:30,18078.05,18079.2,17910.9,18016.25,0,0
2016-07-11T09:15:00+05:30,18268.15,18409.45,18243.3,18390.95,0,0
2016-07-12T09:15:00+05:30,18527.85,18684.45,18464.15,18667.6,0,0
2016-07-13T09:15:00+05:30,18704.9,18711.6,18546.25,18618.95,0,0
2016-07-14T09:15:00+05:30,18633.5,18880.9,18580.2,18863.75,0,0
2016-07-15T09:15:00+05:30,18887.9,19016.1,18772.45,18953.65,0,0
2016-07-18T09:15:00+05:30,18998.3,19158.0,18885.0,18923.4,0,0
2016-07-19T09:15:00+05:30,18970.15,19030.05,18833.6,18905.15,0,0
2016-07-20T09:15:00+05:30,18896.8,19016.25,18886.3,18968.2,0,0
2016-07-21T09:15:00+05:30,18967.4,19000.3,18644.55,18674.3,0,0
2016-07-22T09:15:00+05:30,18697.8,18735.4,18551.3,18690.4,0,0
2016-07-22T09:15:00+05:30,18697.8,18735.4,18551.3,18690.4,0,0
2016-07-25T09:15:00+05:30,18594.95,19035.35,18572.1,18989.6,0,0
2016-07-26T09:15:00+05:30,18979.1,19044.45,18814.25,18860.85,0,0
2016-07-27T09:15:00+05:30,18908.45,19125.0,18882.4,19021.95,0,0
2016-07-28T09:15:00+05:30,19050.4,19126.75,18998.8,19076.55,0,0
2016-07-29T09:15:00+05:30,19047.05,19070.15,18912.6,18953.15,0,0
2016-08-01T09:15:00+05:30,18896.5,19078.5,18634.4,18740.6,0,0
2016-08-02T09:15:00+05:30,18783.6,18866.55,18671.85,18708.25,0,0
2016-08-03T09:15:00+05:30,18680.95,18775.4,18542.6,18602.0,0,0
2016-08-04T09:15:00+05:30,18724.9,18724.9,18443.65,18571.7,0,0
2016-08-05T09:15:00+05:30,18725.2,18943.15,18708.25,18925.95,0,0
2016-08-08T09:15:00+05:30,18986.75,19028.7,18896.0,18939.45,0,0
2016-08-09T09:15:00+05:30,18968.65,19008.15,18838.6,18933.3,0,0
2016-08-10T09:15:00+05:30,18966.85,18985.25,18611.25,18647.8,0,0
2016-08-11T09:15:00+05:30,18621.0,18699.2,18537.1,18640.4,0,0
2016-08-12T09:15:00+05:30,18698.3,18986.8,18695.5,18963.7,0,0
2016-08-16T09:15:00+05:30,19029.1,19062.2,18839.4,19002.15,0,0
2016-08-17T09:15:00+05:30,19044.55,19138.35,18966.35,19041.25,0,0
2016-08-18T09:15:00+05:30,19087.2,19367.45,19083.0,19352.8,0,0
2016-08-19T09:15:00+05:30,19419.0,19457.4,19327.2,19414.7,0,0
2016-08-22T09:15:00+05:30,19432.6,19493.2,19252.75,19330.25,0,0
2016-08-23T09:15:00+05:30,19311.9,19372.65,19246.9,19341.65,0,0
2016-08-24T09:15:00+05:30,19358.7,19392.2,19284.35,19355.6,0,0
2016-08-25T09:15:00+05:30,19383.7,19432.75,19282.8,19304.25,0,0
2016-08-26T09:15:00+05:30,19336.45,19358.0,19133.9,19195.75,0,0
2016-08-29T09:15:00+05:30,19174.45,19247.85,19096.7,19217.0,0,0
2016-08-30T09:15:00+05:30,19306.5,19546.35,19306.5,19531.55,0,0
2016-08-31T09:15:00+05:30,19595.9,19823.4,19595.9,19787.6,0,0
2016-09-01T09:15:00+05:30,19805.8,19928.2,19738.3,19788.85,0,0
2016-09-02T09:15:00+05:30,19830.35,19911.25,19787.6,19883.2,0,0
2016-09-06T09:15:00+05:30,19990.95,20459.45,19990.95,20426.2,0,0
2016-09-07T09:15:00+05:30,20505.8,20575.8,20376.75,20406.9,0,0
2016-09-08T09:15:00+05:30,20439.2,20477.4,20335.2,20417.25,0,0
2016-09-09T09:15:00+05:30,20274.75,20349.7,20139.15,20245.3,0,0
2016-09-12T09:15:00+05:30,19861.45,19861.45,19735.55,19790.6,0,0
2016-09-14T09:15:00+05:30,19757.05,19953.15,19732.15,19909.15,0,0
2016-09-15T09:15:00+05:30,19927.6,19955.4,19730.25,19837.55,0,0
2016-09-16T09:15:00+05:30,19935.85,20227.2,19783.6,19855.45,0,0
2016-09-19T09:15:00+05:30,19892.2,20014.4,19849.65,19906.85,0,0
2016-09-20T09:15:00+05:30,19957.35,19964.3,19797.5,19852.3,0,0
2016-09-21T09:15:00+05:30,19902.7,19937.85,19749.95,19828.45,0,0
2016-09-22T09:15:00+05:30,20153.1,20264.8,19996.9,20109.6,0,0
2016-09-23T09:15:00+05:30,20136.75,20137.55,19861.45,19901.8,0,0
2016-09-26T09:15:00+05:30,19792.2,19794.15,19568.35,19591.75,0,0
2016-09-27T09:15:00+05:30,19652.95,19696.45,19479.15,19518.7,0,0
2016-09-28T09:15:00+05:30,19542.0,19700.0,19509.65,19653.55,0,0
2016-09-29T09:15:00+05:30,19762.3,19793.2,19059.05,19183.65,0,0
2016-09-30T09:15:00+05:30,19116.0,19330.85,19085.2,19285.7,0,0
2016-10-03T09:15:00+05:30,19395.55,19611.25,19363.95,19589.05,0,0
2016-10-04T09:15:00+05:30,19641.75,19747.45,19527.35,19672.7,0,0
2016-10-05T09:15:00+05:30,19801.3,19816.5,19492.8,19536.85,0,0
2016-10-06T09:15:00+05:30,19518.55,19570.7,19325.8,19395.05,0,0
2016-10-07T09:15:00+05:30,19398.05,19456.0,19318.0,19400.1,0,0
2016-10-10T09:15:00+05:30,19489.5,19501.45,19351.35,19378.55,0,0
2016-10-13T09:15:00+05:30,19295.55,19295.55,18824.4,18954.25,0,0
2016-10-14T09:15:00+05:30,19016.7,19053.5,18926.15,19020.15,0,0
2016-10-17T09:15:00+05:30,19136.3,19241.75,19002.45,19070.4,0,0
2016-10-18T09:15:00+05:30,19174.7,19511.8,19162.85,19495.05,0,0
2016-10-19T09:15:00+05:30,19570.05,19576.3,19322.75,19412.1,0,0
2016-10-20T09:15:00+05:30,19493.9,19722.85,19479.25,19658.7,0,0
2016-10-21T09:15:00+05:30,19636.4,19744.0,19516.4,19710.9,0,0
2016-10-24T09:15:00+05:30,19763.85,19897.85,19751.65,19807.9,0,0
2016-10-25T09:15:00+05:30,19907.7,19922.7,19711.95,19834.9,0,0
2016-10-26T09:15:00+05:30,19581.7,19725.9,19434.5,19483.6,0,0
2016-10-27T09:15:00+05:30,19452.0,19544.2,19252.1,19514.6,0,0
2016-10-28T09:15:00+05:30,19507.85,19589.7,19362.0,19555.95,0,0
2016-10-30T18:30:00+05:30,19657.8,19666.8,19484.65,19523.55,0,0
2016-10-30T18:30:00+05:30,19657.8,19666.8,19484.65,19523.55,0,0
2016-11-01T09:15:00+05:30,19578.6,19591.65,19417.3,19458.6,0,0
2016-11-02T09:15:00+05:30,19223.5,19296.55,19158.75,19227.9,0,0
2016-11-03T09:15:00+05:30,19201.95,19319.65,19119.3,19178.7,0,0
2016-11-04T09:15:00+05:30,19223.85,19223.9,18961.15,19058.1,0,0
2016-11-07T09:15:00+05:30,19317.85,19378.0,19233.0,19356.0,0,0
2016-11-08T09:15:00+05:30,19490.75,19549.45,19322.15,19500.8,0,0
2016-11-09T09:15:00+05:30,18270.9,19587.8,18143.7,19518.25,0,0
2016-11-10T09:15:00+05:30,19827.5,20283.15,19787.45,20200.25,0,0
2016-11-11T09:15:00+05:30,20033.85,20309.65,19704.35,19738.8,0,0
2016-11-15T09:15:00+05:30,19808.35,19861.75,19240.45,19289.75,0,0
2016-11-16T09:15:00+05:30,19591.25,19611.9,19088.4,19108.1,0,0
2016-11-17T09:15:00+05:30,19115.9,19328.75,19009.85,19087.85,0,0
2016-11-18T09:15:00+05:30,19180.3,19216.35,18897.1,18959.05,0,0
2016-11-21T09:15:00+05:30,19063.8,19075.95,18351.25,18446.4,0,0
2016-11-22T09:15:00+05:30,18626.7,18650.5,18322.7,18548.65,0,0
2016-11-23T09:15:00+05:30,18660.55,18669.05,18449.7,18540.9,0,0
2016-11-24T09:15:00+05:30,18476.0,18476.35,18215.8,18256.1,0,0
2016-11-25T09:15:00+05:30,18377.55,18546.35,18266.6,18507.3,0,0
2016-11-28T09:15:00+05:30,18237.2,18471.65,18187.4,18301.45,0,0
2016-11-29T09:15:00+05:30,18308.8,18427.4,18188.7,18223.75,0,0
2016-11-30T09:15:00+05:30,18306.1,18667.85,18262.5,18627.8,0,0
2016-12-01T09:15:00+05:30,18676.75,18713.1,18389.65,18428.45,0,0
2016-12-02T09:15:00+05:30,18329.4,18490.5,18163.8,18247.65,0,0
2016-12-05T09:15:00+05:30,18245.0,18434.25,18189.5,18408.9,0,0
2016-12-06T09:15:00+05:30,18459.7,18499.75,18365.95,18420.9,0,0
2016-12-07T09:15:00+05:30,18515.5,18588.75,17952.6,18234.15,0,0
2016-12-08T09:15:00+05:30,18342.6,18558.75,18336.95,18515.45,0,0
2016-12-09T09:15:00+05:30,18567.95,18739.65,18432.3,18695.8,0,0
2016-12-12T09:15:00+05:30,18616.05,18616.05,18364.05,18392.95,0,0
2016-12-13T09:15:00+05:30,18354.1,18492.85,18291.35,18466.05,0,0
2016-12-14T09:15:00+05:30,18480.35,18485.45,18322.9,18341.5,0,0
2016-12-15T09:15:00+05:30,18143.5,18532.0,18122.1,18401.15,0,0
2016-12-16T09:15:00+05:30,18417.9,18428.45,18268.3,18312.8,0,0
2016-12-19T09:15:00+05:30,18258.1,18316.8,18215.5,18257.05,0,0
2016-12-20T09:15:00+05:30,18264.1,18274.9,18009.8,18069.4,0,0
2016-12-21T09:15:00+05:30,18124.6,18167.15,18043.95,18084.5,0,0
2016-12-22T09:15:00+05:30,18027.0,18029.6,17839.75,17891.45,0,0
2016-12-23T09:15:00+05:30,17849.25,17962.3,17819.75,17884.0,0,0
2016-12-26T09:15:00+05:30,17825.5,17860.85,17606.9,17655.55,0,0
2016-12-27T09:15:00+05:30,17677.7,17907.35,17616.1,17879.55,0,0
2016-12-28T09:15:00+05:30,17929.2,18059.65,17829.15,17876.7,0,0
2016-12-29T09:15:00+05:30,17861.45,18053.3,17829.4,18033.15,0,0
2016-12-30T09:15:00+05:30,18026.35,18245.75,18016.8,18177.2,0,0
2017-01-02T09:15:00+05:30,18242.3,18249.0,17844.9,17969.6,0,0
2017-01-03T09:15:00+05:30,18002.75,18115.05,17830.95,18035.6,0,0
2017-01-04T09:15:00+05:30,18037.45,18092.85,17868.9,17891.0,0,0
2017-01-05T09:15:00+05:30,18000.75,18164.05,17977.8,18115.95,0,0
2017-01-06T09:15:00+05:30,18168.45,18325.5,18157.3,18264.0,0,0
2017-01-09T09:15:00+05:30,18314.25,18373.1,18256.15,18286.65,0,0
2017-01-10T09:15:00+05:30,18351.45,18441.15,18275.75,18409.6,0,0
2017-01-11T09:56:00+05:30,18535.35,18889.45,18515.25,18830.0,0,0
2017-01-12T09:15:00+05:30,18885.45,18966.3,18805.85,18873.95,0,0
2017-01-13T09:15:00+05:30,18949.7,18952.25,18781.25,18912.1,0,0
2017-01-16T09:15:00+05:30,18899.7,19134.5,18865.25,19096.45,0,0
2017-01-17T09:15:00+05:30,19128.15,19202.25,18981.85,19067.05,0,0
2017-01-18T09:15:00+05:30,19074.85,19276.5,19072.1,19164.5,0,0
2017-01-19T09:15:00+05:30,19165.35,19185.3,19046.1,19124.25,0,0
2017-01-20T09:15:00+05:30,18996.6,19071.65,18793.05,18820.8,0,0
2017-01-23T09:15:00+05:30,18762.0,18909.65,18722.85,18842.7,0,0
2017-01-24T09:15:00+05:30,18931.0,19054.3,18906.95,19023.5,0,0
2017-01-25T09:15:00+05:30,19120.05,19518.45,19114.15,19473.2,0,0
2017-01-27T09:15:00+05:30,19588.4,19794.95,19534.9,19708.3,0,0
2017-01-30T09:15:00+05:30,19718.8,19767.05,19561.1,19585.25,0,0
2017-01-31T09:15:00+05:30,19533.2,19624.1,19435.45,19515.15,0,0
2017-02-01T09:15:00+05:30,19522.4,20047.85,19470.95,20020.6,0,0
2017-02-02T09:15:00+05:30,20053.95,20146.9,19915.2,20070.3,0,0
2017-02-03T09:15:00+05:30,20061.9,20229.65,20009.95,20196.8,0,0
2017-02-06T09:15:00+05:30,20307.15,20462.45,20298.05,20371.6,0,0
2017-02-06T09:15:00+05:30,20307.15,20462.45,20298.05,20371.6,0,0
2017-02-07T09:15:00+05:30,20367.3,20426.95,20281.5,20327.25,0,0
2017-02-08T09:15:00+05:30,20335.25,20362.8,20070.15,20245.4,0,0
2017-02-09T09:15:00+05:30,20312.65,20406.6,20000.35,20151.15,0,0
2017-02-10T09:15:00+05:30,20225.75,20310.0,20167.1,20213.9,0,0
2017-02-13T09:15:00+05:30,20273.65,20308.7,20116.9,20251.8,0,0
2017-02-14T09:15:00+05:30,20304.5,20314.05,20158.85,20258.1,0,0
2017-02-15T09:15:00+05:30,20282.1,20368.2,20115.85,20163.7,0,0
2017-02-16T09:15:00+05:30,20243.25,20295.55,20088.2,20243.7,0,0
2017-02-17T09:15:00+05:30,20918.45,21042.35,20449.65,20551.35,0,0
2017-02-20T09:15:00+05:30,20494.85,20702.6,20472.4,20677.1,0,0
2017-02-21T09:15:00+05:30,20695.9,20903.35,20619.25,20860.95,0,0
2017-02-22T09:15:00+05:30,20937.6,20958.25,20829.65,20868.45,0,0
2017-02-23T09:15:00+05:30,20887.65,21011.9,20828.4,20876.65,0,0
2017-02-27T09:15:00+05:30,20853.45,20853.45,20584.75,20613.05,0,0
2017-02-28T09:15:00+05:30,20632.85,20681.3,20560.6,20607.25,0,0
2017-03-01T09:15:00+05:30,20698.9,20833.75,20678.75,20783.75,0,0
2017-03-02T09:15:00+05:30,20885.0,20905.0,20516.9,20560.05,0,0
2017-03-03T09:15:00+05:30,20572.85,20580.45,20423.35,20495.6,0,0
2017-03-06T09:15:00+05:30,20548.95,20727.5,20532.2,20663.65,0,0
2017-03-07T09:15:00+05:30,20685.95,20701.25,20585.95,20627.5,0,0
2017-03-08T09:15:00+05:30,20630.15,20715.2,20534.25,20676.55,0,0
2017-03-09T09:15:00+05:30,20620.55,20780.25,20603.9,20721.35,0,0
2017-03-10T09:15:00+05:30,20825.9,20876.95,20648.8,20727.55,0,0
2017-03-14T09:15:00+05:30,21189.85,21274.45,21059.7,21102.7,0,0
2017-03-15T09:15:00+05:30,21089.4,21216.9,21063.95,21157.9,0,0
2017-03-16T09:15:00+05:30,21237.5,21289.8,21194.25,21249.9,0,0
2017-03-17T09:15:00+05:30,21308.45,21336.05,21127.95,21175.05,0,0
2017-03-20T09:15:00+05:30,21202.55,21202.55,21084.8,21110.25,0,0
2017-03-21T09:15:00+05:30,21110.65,21146.5,20967.0,21019.0,0,0
2017-03-22T09:15:00+05:30,20815.35,20899.0,20753.9,20781.35,0,0
2017-03-23T09:15:00+05:30,20848.75,20934.75,20775.35,20895.5,0,0
2017-03-24T09:15:00+05:30,20987.6,21174.1,20929.15,21122.55,0,0
2017-03-27T09:15:00+05:30,21178.1,21179.2,20979.55,21056.9,0,0
2017-03-28T09:15:00+05:30,21229.0,21264.95,21145.0,21225.4,0,0
2017-03-29T09:15:00+05:30,21291.45,21418.6,21255.75,21391.15,0,0
2017-03-30T09:15:00+05:30,21374.35,21696.0,21331.9,21620.7,0,0
2017-03-31T09:15:00+05:30,21551.85,21574.15,21414.0,21444.15,0,0
2017-04-03T09:15:00+05:30,21539.2,21564.25,21408.6,21547.75,0,0
2017-04-05T09:15:00+05:30,21602.2,21699.3,21499.75,21652.7,0,0
2017-04-06T09:15:00+05:30,21572.7,21674.0,21488.9,21622.95,0,0
2017-04-07T09:15:00+05:30,21536.5,21616.85,21397.0,21431.15,0,0
2017-04-10T09:15:00+05:30,21492.05,21552.1,21396.05,21520.15,0,0
2017-04-11T09:15:00+05:30,21521.45,21753.35,21483.55,21736.15,0,0
2017-04-12T09:15:00+05:30,21735.65,21787.1,21551.75,21666.8,0,0
2017-04-13T09:15:00+05:30,21651.25,21758.85,21627.0,21686.6,0,0
2017-04-17T09:15:00+05:30,21700.5,21743.3,21576.75,21647.6,0,0
2017-04-18T09:15:00+05:30,21706.05,21947.0,21634.15,21671.85,0,0
2017-04-19T09:15:00+05:30,21674.1,21706.3,21470.2,21556.35,0,0
2017-04-20T09:15:00+05:30,21419.45,21558.85,21396.0,21491.4,0,0
2017-04-21T09:15:00+05:30,21567.5,21614.55,21386.2,21551.45,0,0
2017-04-24T09:15:00+05:30,21591.9,21884.85,21578.65,21857.4,0,0
2017-04-25T09:15:00+05:30,21960.65,22093.25,21900.3,22054.7,0,0
2017-04-26T09:15:00+05:30,22158.65,22276.05,21814.9,22242.85,0,0
2017-04-27T09:15:00+05:30,22274.05,22380.85,22169.8,22326.3,0,0
2017-04-28T09:15:00+05:30,22296.8,22383.0,22182.55,22358.25,0,0
2017-05-02T09:15:00+05:30,22412.55,22492.15,22266.15,22341.35,0,0
2017-05-03T09:15:00+05:30,22445.85,22449.0,22240.05,22307.3,0,0
2017-05-04T09:15:00+05:30,22618.3,22743.7,22449.9,22720.1,0,0
2017-05-05T09:15:00+05:30,22844.85,22853.55,22514.0,22604.95,0,0
2017-05-08T09:15:00+05:30,22678.45,22835.15,22632.5,22767.35,0,0
2017-05-09T09:15:00+05:30,22820.8,22835.35,22664.35,22707.3,0,0
2017-05-10T09:15:00+05:30,22767.75,22859.4,22742.05,22830.35,0,0
2017-05-11T09:15:00+05:30,22916.05,22977.85,22764.65,22818.45,0,0
2017-05-12T09:15:00+05:30,22840.4,22859.15,22578.0,22671.7,0,0
2017-05-15T09:15:00+05:30,22735.85,22891.7,22730.35,22821.5,0,0
