datetime,open,high,low,close,volume,oi
2015-12-18T00:00:00+05:30,7828.9,7836.15,7753.35,7761.95,0,0
2015-12-21T00:00:00+05:30,7745.65,7840.75,7733.45,7834.45,0,0
2015-12-22T00:00:00+05:30,7829.4,7846.3,7776.85,7786.1,0,0
2015-12-23T00:00:00+05:30,7830.45,7871.45,7826.1,7865.95,0,0
2015-12-24T00:00:00+05:30,7888.75,7888.75,7835.5,7861.05,0,0
2015-12-28T00:00:00+05:30,7863.2,7937.2,7863.0,7925.15,0,0
2015-12-29T00:00:00+05:30,7929.2,7942.15,7902.75,7928.95,0,0
2015-12-30T00:00:00+05:30,7938.6,7944.75,7889.85,7896.25,0,0
2015-12-31T00:00:00+05:30,7897.8,7955.55,7891.15,7946.35,0,0
2016-01-01T00:00:00+05:30,7938.45,7972.55,7909.8,7963.2,0,0
2016-01-04T00:00:00+05:30,7924.55,7937.55,7781.1,7791.3,0,0
2016-01-05T00:00:00+05:30,7828.4,7831.2,7763.25,7784.65,0,0
2016-01-06T00:00:00+05:30,7788.05,7800.95,7721.2,7741.0,0,0
2016-01-07T00:00:00+05:30,7673.35,7674.95,7556.6,7568.3,0,0
2016-01-08T00:00:00+05:30,7611.65,7634.1,7581.05,7601.35,0,0
2016-01-11T00:00:00+05:30,7527.45,7605.1,7494.35,7563.85,0,0
2016-01-12T00:00:00+05:30,7587.2,7588.3,7487.8,7510.3,0,0
2016-01-13T00:00:00+05:30,7557.9,7590.95,7425.8,7562.4,0,0
2016-01-14T00:00:00+05:30,7467.4,7604.8,7443.8,7536.8,0,0
2016-01-15T00:00:00+05:30,7561.65,7566.5,7427.3,7437.8,0,0
2016-01-18T00:00:00+05:30,7420.35,7463.65,7336.4,7351.0,0,0
2016-01-19T00:00:00+05:30,7381.8,7462.75,7364.15,7435.1,0,0
2016-01-20T00:00:00+05:30,7357.0,7470.9,7241.5,7309.3,0,0
2016-01-21T00:00:00+05:30,7376.65,7398.7,7250.0,7276.8,0,0
2016-01-22T00:00:00+05:30,7355.7,7433.4,7327.6,7422.45,0,0
2016-01-25T00:00:00+05:30,7468.75,7487.15,7421.2,7436.15,0,0
2016-01-27T00:00:00+05:30,7469.6,7477.9,7419.7,7437.75,0,0
2016-01-28T00:00:00+05:30,7426.5,7468.85,7409.6,7424.65,0,0
2016-01-29T00:00:00+05:30,7413.35,7575.65,7402.8,7563.55,0,0
2016-02-01T00:00:00+05:30,7589.5,7600.45,7541.25,7555.95,0,0
2016-02-02T00:00:00+05:30,7566.65,7576.3,7428.05,7455.55,0,0
2016-02-03T00:00:00+05:30,7392.45,7419.4,7350.3,7361.8,0,0
2016-02-04T00:00:00+05:30,7411.45,7457.05,7365.95,7404.0,0,0
2016-02-05T00:00:00+05:30,7418.25,7503.15,7406.65,7489.1,0,0
2016-02-08T00:00:00+05:30,7489.7,7512.55,7363.2,7387.25,0,0
2016-02-09T00:00:00+05:30,7303.95,7323.45,7275.15,7298.2,0,0
2016-02-10T00:00:00+05:30,7264.3,7271.85,7177.75,7215.7,0,0
2016-02-11T00:00:00+05:30,7203.6,7208.65,6959.95,6976.35,0,0
2016-02-12T00:00:00+05:30,7023.65,7034.8,6869.0,6980.95,0,0
2016-02-15T00:00:00+05:30,7057.35,7182.8,7056.8,7162.95,0,0
2016-02-16T00:00:00+05:30,7201.25,7204.65,7037.7,7048.25,0,0
2016-02-17T00:00:00+05:30,7058.85,7123.7,6960.65,7108.45,0,0
2016-02-18T00:00:00+05:30,7177.4,7215.1,7127.85,7191.75,0,0
2016-02-19T00:00:00+05:30,7170.55,7226.85,7145.95,7210.75,0,0
2016-02-22T00:00:00+05:30,7208.85,7252.4,7200.7,7234.55,0,0
2016-02-23T00:00:00+05:30,7240.3,7241.7,7090.7,7109.55,0,0
2016-02-24T00:00:00+05:30,7075.0,7090.8,7009.75,7018.7,0,0
2016-02-25T00:00:00+05:30,7029.85,7034.2,6961.4,6970.6,0,0
2016-02-26T00:00:00+05:30,7039.3,7052.9,6985.1,7029.75,0,0
2016-02-29T00:00:00+05:30,7050.45,7094.6,6825.8,6987.05,0,0
2016-03-01T00:00:00+05:30,7038.25,7235.5,7035.1,7222.3,0,0
2016-03-02T00:00:00+05:30,7321.7,7380.35,7308.15,7368.85,0,0
2016-03-03T00:00:00+05:30,7429.55,7483.95,7406.05,7475.6,0,0
2016-03-04T00:00:00+05:30,7505.4,7505.9,7444.1,7485.35,0,0
2016-03-08T00:00:00+05:30,7486.4,7527.15,7442.15,7485.3,0,0
2016-03-09T00:00:00+05:30,7436.1,7539.0,7424.3,7531.8,0,0
2016-03-10T00:00:00+05:30,7545.35,7547.1,7447.4,7486.15,0,0
2016-03-11T00:00:00+05:30,7484.85,7543.95,7460.6,7510.2,0,0
2016-03-14T00:00:00+05:30,7542.6,7583.7,7515.05,7538.75,0,0
2016-03-15T00:00:00+05:30,7535.85,7545.2,7452.8,7460.6,0,0
2016-03-16T00:00:00+05:30,7457.05,7508.0,7405.15,7498.75,0,0
2016-03-17T00:00:00+05:30,7557.4,7585.3,7479.4,7512.55,0,0
2016-03-18T00:00:00+05:30,7534.65,7613.6,7517.9,7604.35,0,0
2016-03-21T00:00:00+05:30,7619.2,7713.55,7617.7,7704.25,0,0
2016-03-22T00:00:00+05:30,7695.55,7728.2,7643.8,7714.9,0,0
2016-03-23T00:00:00+05:30,7717.45,7726.85,7670.6,7716.5,0,0
2016-03-28T00:00:00+05:30,7741.0,7749.4,7587.7,7615.1,0,0
2016-03-29T00:00:00+05:30,7606.55,7652.9,7582.25,7597.0,0,0
2016-03-30T00:00:00+05:30,7651.1,7741.95,7643.45,7735.2,0,0
2016-03-31T00:00:00+05:30,7727.65,7777.6,7702.0,7738.4,0,0
2016-04-01T00:00:00+05:30,7718.05,7740.15,7666.1,7713.05,0,0
2016-04-04T00:00:00+05:30,7733.15,7764.45,7704.4,7758.8,0,0
2016-04-05T00:00:00+05:30,7736.3,7736.3,7588.65,7603.2,0,0
2016-04-06T00:00:00+05:30,7636.05,7638.65,7591.75,7614.35,0,0
2016-04-07T00:00:00+05:30,7630.4,7630.75,7535.85,7546.45,0,0
2016-04-08T00:00:00+05:30,7542.35,7569.35,7526.7,7555.2,0,0
2016-04-11T00:00:00+05:30,7577.8,7678.8,7516.85,7671.4,0,0
2016-04-12T00:00:00+05:30,7669.25,7717.4,7663.35,7708.95,0,0
2016-04-13T00:00:00+05:30,7777.15,7864.8,7772.2,7850.45,0,0
2016-04-18T00:00:00+05:30,7908.15,7920.6,7842.75,7914.7,0,0
2016-04-20T00:00:00+05:30,7950.05,7950.4,7877.55,7914.75,0,0
2016-04-21T00:00:00+05:30,7953.65,7978.45,7884.1,7912.05,0,0
2016-04-22T00:00:00+05:30,7891.8,7923.35,7873.35,7899.3,0,0
2016-04-25T00:00:00+05:30,7894.8,7911.0,7827.0,7855.05,0,0
2016-04-26T00:00:00+05:30,7828.15,7974.5,7822.55,7962.65,0,0
2016-04-27T00:00:00+05:30,7942.0,7991.0,7940.55,7979.9,0,0
2016-04-28T00:00:00+05:30,7967.4,7992.0,7834.45,7847.25,0,0
