date,open,high,low,close,volume,dividends,stock splits
2021-02-12,162.35000610351562,162.6999969482422,161.3000030517578,162.1699981689453,1471633,0.0,0.0
2021-02-15,163.1699981689453,165.0,159.75,163.92999267578125,1390282,0.0,0.0
2021-02-16,169.8800048828125,169.8800048828125,162.7100067138672,163.5399932861328,2808707,0.0,0.0
2021-02-17,164.97999572753906,164.97999572753906,162.00999450683594,162.58999633789062,1633793,0.0,0.0
2021-02-18,172.58999633789062,172.58999633789062,161.57000732421875,161.88999938964844,1466832,0.0,0.0
2021-02-19,161.57000732421875,164.19000244140625,159.5500030517578,160.4199981689453,1924382,0.0,0.0
2021-02-22,160.75,162.19000244140625,156.7100067138672,157.17999267578125,4266735,0.0,0.0
2021-02-23,158.69000244140625,164.60000610351562,157.10000610351562,157.58999633789062,3376578,0.0,0.0
2021-02-24,157.58999633789062,163.85000610351562,157.10000610351562,160.14999389648438,1694856,0.0,0.0
2021-02-25,161.4600067138672,162.38999938964844,160.82000732421875,161.8699951171875,2078898,0.0,0.0
2021-02-26,157.0,163.6199951171875,154.5500030517578,156.14999389648438,6394687,0.0,0.0
2021-03-01,161.99000549316406,161.99000549316406,156.8000030517578,158.00999450683594,2262115,0.0,0.0
2021-03-02,159.41000366210938,159.99000549316406,158.00999450683594,159.57000732421875,1674905,0.0,0.0
2021-03-03,161.13999938964844,163.30999755859375,160.38999938964844,162.97999572753906,2774589,0.0,0.0
2021-03-04,165.0,165.0,160.0,161.1999969482422,1760533,0.0,0.0
2021-03-05,160.3300018310547,161.17999267578125,158.3000030517578,159.66000366210938,2004187,0.0,0.0
2021-03-08,163.63999938964844,183.60000610351562,159.66000366210938,160.0399932861328,1419094,0.0,0.0
2021-03-09,161.17999267578125,161.8000030517578,159.85000610351562,161.47000122070312,1483026,0.0,0.0
2021-03-10,164.94000244140625,164.94000244140625,161.55999755859375,162.16000366210938,1026447,0.0,0.0
2021-03-12,163.99000549316406,163.99000549316406,159.88999938964844,160.6300048828125,2695163,0.0,0.0
2021-03-15,161.0,161.00999450683594,158.10000610351562,159.9600067138672,2726411,0.0,0.0
2021-03-16,163.19000244140625,164.60000610351562,159.0,159.7899932861328,1194883,0.0,0.0
2021-03-17,183.47999572753906,183.47999572753906,157.52000427246094,157.8800048828125,2020012,0.0,0.0
2021-03-18,159.49000549316406,159.49000549316406,155.30999755859375,156.1199951171875,2566012,0.0,0.0
2021-03-19,158.58999633789062,158.58999633789062,153.86000061035156,157.8699951171875,2989141,0.0,0.0
2021-03-22,178.8800048828125,178.8800048828125,137.3000030517578,157.3300018310547,2249076,0.0,0.0
2021-03-23,178.47999572753906,178.47999572753906,157.16000366210938,158.35000610351562,2196154,0.0,0.0
2021-03-24,174.8800048828125,174.8800048828125,155.91000366210938,156.08999633789062,2880134,0.0,0.0
2021-03-25,156.52999877929688,156.5500030517578,153.25,153.86000061035156,4619262,0.0,0.0
2021-03-26,183.47999572753906,183.47999572753906,154.11000061035156,155.2100067138672,3133917,0.0,0.0
2021-03-30,179.8800048828125,179.8800048828125,153.80999755859375,158.4199981689453,3007505,0.0,0.0
2021-03-31,177.47999572753906,177.47999572753906,156.8000030517578,157.16000366210938,1770531,0.0,0.0
2021-04-01,137.0500030517578,177.0,137.0500030517578,158.6999969482422,1753952,0.0,0.0
2021-04-05,156.00999450683594,174.0,155.00999450683594,156.9600067138672,3825031,0.0,0.0
2021-04-06,152.3000030517578,159.97999572753906,152.10000610351562,157.38999938964844,1679649,0.0,0.0
2021-04-07,159.39999389648438,159.39999389648438,155.61000061035156,158.82000732421875,1490166,0.0,0.0
2021-04-08,159.8000030517578,160.0,154.10000610351562,158.8699951171875,1387673,0.0,0.0
2021-04-09,159.60000610351562,159.60000610351562,158.10000610351562,158.77999877929688,919771,0.0,0.0
